"city","state","lat","lon"
"Bentley","MI",43.9481,-84.1344
"Paw Paw","MI",42.2147,-85.8917
"Roosevelt Park","MI",43.1981,-86.2733
"Germfask","MI",46.2494,-85.926
"Hudsonville","MI",42.8631,-85.8628
"Lakeview","MI",43.4434,-85.2738
"Steuben","MI",46.1883,-86.4568
"Marine City","MI",42.7138,-82.5012
"Hazel Park","MI",42.4619,-83.0977
"Lennon","MI",42.9855,-83.9325
"Frankenmuth","MI",43.3321,-83.7396
"Chase","MI",43.8892,-85.6356
"Novi","MI",42.4786,-83.4893
"Pleasant Ridge","MI",42.4715,-83.1443
"Willow","MI",42.1153,-83.3955
"Shoreham","MI",42.0605,-86.5115
"Ewen","MI",46.5352,-89.2813
"Sand Lake","MI",43.29,-85.5192
"Ludington","MI",43.9573,-86.4434
"Durand","MI",42.9127,-83.9891
"Burlington","MI",42.1046,-85.0785
"Cohoctah","MI",42.7598,-83.9486
"Dimondale","MI",42.6485,-84.6475
"Grosse Pointe Shores","MI",42.4367,-82.8769
"Norway","MI",45.8019,-87.9132
"South Haven","MI",42.4011,-86.2676
"Onsted","MI",42.0061,-84.1894
"Champion","MI",46.5138,-87.9635
"Forest Hills","MI",42.9577,-85.4895
"Saint James","MI",45.7474,-85.5173
"Rockland","MI",46.738,-89.1796
"Hamilton","MI",42.6772,-86.0061
"Hooper","MI",42.5103,-85.5628
"Kalkaska","MI",44.7322,-85.1782
"Houghton","MI",47.1123,-88.5679
"Mancelona","MI",44.9024,-85.0613
"Hopkins","MI",42.6251,-85.7633
"Dowagiac","MI",41.9834,-86.1126
"Kawkawlin","MI",43.652,-83.943
"Wetmore","MI",46.3797,-86.6204
"Brown City","MI",43.2115,-82.9881
"West Ishpeming","MI",46.4884,-87.7171
"Nessen City","MI",44.5202,-85.8729
"Delton","MI",42.4954,-85.4103
"Marlette","MI",43.3268,-83.0807
"Gwinn","MI",46.2912,-87.4372
"Tekonsha","MI",42.0958,-84.9881
"Lyons","MI",42.9834,-84.9456
"Woodbury","MI",42.7611,-85.0744
"Clare","MI",43.826,-84.7635
"Baie de Wasai","MI",46.4614,-84.2448
"Woodland Beach","MI",41.9418,-83.3141
"Bach","MI",43.6831,-83.3558
"Houghton Lake","MI",44.3124,-84.7625
"Filer City","MI",44.2149,-86.2889
"Marquette","MI",46.544,-87.4082
"Quinnesec","MI",45.803,-87.9958
"Almont","MI",42.9208,-83.0435
"Baldwin","MI",43.8971,-85.8531
"Gardendale","MI",43.0386,-82.4924
"Hickory Corners","MI",42.4363,-85.3793
"Dexter","MI",42.3318,-83.8799
"Watersmeet","MI",46.2872,-89.1937
"Quincy","MI",41.9432,-84.8844
"Bergland","MI",46.5924,-89.5732
"Harvey","MI",46.4882,-87.3511
"Mount Pleasant","MI",43.5966,-84.7759
"Michigamme","MI",46.5334,-88.0627
"Holton","MI",43.4133,-86.0795
"Gladwin","MI",43.9836,-84.4877
"Milleville Beach","MI",42.0495,-83.1869
"South Gull Lake","MI",42.3901,-85.4008
"Fountain","MI",44.0484,-86.181
"Boon","MI",44.288,-85.5975
"Richland","MI",42.3762,-85.4553
"New Lothrop","MI",43.1168,-83.9693
"Centreville","MI",41.9213,-85.5259
"Northville","MI",42.4355,-83.489
"Clawson","MI",42.5367,-83.1504
"Lake Odessa","MI",42.7824,-85.1374
"Rochester","MI",42.6866,-83.1197
"Buena Vista","MI",43.4193,-83.8993
"Mio","MI",44.6605,-84.1418
"Coloma","MI",42.1864,-86.3083
"Boyne Falls","MI",45.1678,-84.9131
"Cadillac","MI",44.2495,-85.4139
"Alabaster","MI",44.1864,-83.558
"Vanderbilt","MI",45.1436,-84.6639
"Trout Creek","MI",46.4822,-89.0118
"Deckerville","MI",43.5265,-82.742
"Vernon","MI",42.9392,-84.0329
"East Grand Rapids","MI",42.9464,-85.6088
"Akron","MI",43.5667,-83.5143
"Chesaning","MI",43.1851,-84.12
"Memphis","MI",42.8956,-82.7689
"Sandusky","MI",43.4212,-82.8333
"South Lyon","MI",42.4614,-83.6526
"Brighton","MI",42.5298,-83.7848
"Ponshewaing","MI",45.4208,-84.806
"Spring Arbor","MI",42.2055,-84.5551
"Birch Run","MI",43.2503,-83.7911
"Ubly","MI",43.7083,-82.9354
"Oakley","MI",43.1435,-84.1686
"Gagetown","MI",43.6572,-83.2449
"Weidman","MI",43.7014,-84.9745
"Big Rapids","MI",43.6992,-85.4803
"Laingsburg","MI",42.8906,-84.35
"Sebewaing","MI",43.7321,-83.4512
"Albion","MI",42.2478,-84.7572
"Anchorville","MI",42.6911,-82.6885
"Calumet","MI",47.2477,-88.4536
"Lambertville","MI",41.7502,-83.625
"Orchard Lake","MI",42.5831,-83.3594
"Fraser","MI",42.5388,-82.9496
"Byron","MI",42.8239,-83.9467
"Kent City","MI",43.2203,-85.7539
"Bath","MI",42.8203,-84.4546
"Alanson","MI",45.4425,-84.7871
"Roseville","MI",42.5074,-82.9369
"Birmingham","MI",42.5447,-83.2166
"Ontonagon","MI",46.8665,-89.3122
"New Era","MI",43.5595,-86.3477
"Brevort","MI",46.0189,-85.0417
"Homer","MI",42.1461,-84.8103
"Denton","MI",42.2578,-83.5241
"Grosse Pointe","MI",42.3915,-82.9118
"Kingsford","MI",45.8061,-88.0994
"Forestville","MI",43.66,-82.6125
"Munger","MI",43.522,-83.7733
"Luther","MI",44.0386,-85.6827
"Oden","MI",45.4251,-84.8257
"Hillman","MI",45.0647,-83.8975
"Whittemore","MI",44.2337,-83.8033
"Utica","MI",42.629,-83.0218
"Huntington Woods","MI",42.4816,-83.1685
"Cassopolis","MI",41.9116,-86.0085
"Bay City","MI",43.5903,-83.8886
"Coleman","MI",43.7588,-84.587
"Spring Lake","MI",43.0733,-86.1944
"Pilgrim","MI",44.6646,-86.2498
"Eagle","MI",42.8098,-84.7909
"Barton Hills","MI",42.3166,-83.7561
"Manton","MI",44.4115,-85.401
"Roulo","MI",42.19,-83.4833
"Norton Shores","MI",43.1621,-86.2519
"Kentwood","MI",42.8852,-85.5925
"Shields","MI",43.4174,-84.0731
"Clayton","MI",41.8649,-84.2347
"Hartford","MI",42.2047,-86.1661
"Sidnaw","MI",46.5047,-88.7085
"Three Rivers","MI",41.9466,-85.628
"Hanover","MI",42.1001,-84.5542
"K I Sawyer","MI",46.3298,-87.3673
"Melvindale","MI",42.2802,-83.1782
"Felch","MI",45.9972,-87.8257
"Au Sable","MI",44.4105,-83.3423
"Bark River","MI",45.7102,-87.3049
"Pointe Aux Pins","MI",45.7325,-84.4778
"Plainwell","MI",42.4457,-85.6435
"Oakville","MI",42.0814,-83.5808
"Mount Morris","MI",43.1176,-83.6986
"Howell","MI",42.6078,-83.9339
"Martin","MI",42.537,-85.6389
"New Baltimore","MI",42.6903,-82.7398
"Oak Park","MI",42.4649,-83.1824
"Powers","MI",45.688,-87.5265
"Le Roy","MI",44.0381,-85.4538
"Scottville","MI",43.9515,-86.2796
"Harbor Beach","MI",43.8456,-82.6555
"Croswell","MI",43.2736,-82.6177
"Pinconning","MI",43.8573,-83.9638
"Port Austin","MI",44.0431,-82.9945
"White Pigeon","MI",41.7977,-85.6485
"Leslie","MI",42.4506,-84.4332
"Evart","MI",43.9002,-85.2748
"Swartz Creek","MI",42.9626,-83.826
"Skidway Lake","MI",44.1919,-84.0467
"Monroe","MI",41.9154,-83.3849
"Munising","MI",46.4172,-86.6439
"Stony Point","MI",41.9448,-83.273
"Ishpeming","MI",46.4862,-87.6658
"Wyoming","MI",42.8909,-85.7066
"Zeba","MI",46.7928,-88.4133
"Au Train","MI",46.4302,-86.8368
"Oakley Park","MI",42.5689,-83.4966
"Montgomery","MI",41.7775,-84.8064
"Union Lake","MI",42.6148,-83.4469
"Covington","MI",46.5413,-88.5371
"Allegan","MI",42.5299,-85.8462
"Dixboro","MI",42.3123,-83.6561
"Addison","MI",41.9862,-84.3491
"Walhalla","MI",43.9536,-86.1148
"Stanton","MI",43.2928,-85.0789
"Chilson","MI",42.527,-83.8616
"Saugatuck","MI",42.6611,-86.2055
"Escanaba","MI",45.7477,-87.09
"Maple City","MI",44.8556,-85.8573
"Ingalls","MI",45.3769,-87.6112
"Montague","MI",43.4128,-86.3636
"Foster City","MI",45.9633,-87.744
"Rochester Hills","MI",42.6645,-83.1563
"Peshawbestown","MI",45.0242,-85.6009
"Fair Plain","MI",42.0825,-86.452
"Vandalia","MI",41.9189,-85.9143
"Brutus","MI",45.4942,-84.7818
"Bloomfield Hills","MI",42.578,-83.2457
"Wolverine Lake","MI",42.555,-83.4883
"Harrietta","MI",44.3091,-85.7007
"Ashley","MI",43.1873,-84.4762
"Eastpointe","MI",42.4657,-82.9461
"Muskegon","MI",43.2281,-86.2562
"New Hudson","MI",42.5109,-83.6155
"De Tour Village","MI",45.9891,-83.9146
"Augusta","MI",42.3379,-85.3525
"Oxford","MI",42.8217,-83.2563
"North Muskegon","MI",43.2518,-86.2714
"Harbor Springs","MI",45.4324,-84.989
"Thompsonville","MI",44.5205,-85.9388
"Tower","MI",45.3553,-84.3006
"East Lansing","MI",42.748,-84.4835
"Edgemont Park","MI",42.7468,-84.5926
"Bear Lake","MI",44.4199,-86.1453
"Waverly","MI",42.7401,-84.6353
"Metamora","MI",42.9422,-83.2897
"Bancroft","MI",42.8767,-84.0659
"Bingham Farms","MI",42.5176,-83.278
"Morenci","MI",41.7226,-84.2169
"Columbiaville","MI",43.1567,-83.4069
"Rexton","MI",46.1586,-85.2401
"Armada","MI",42.8424,-82.8832
"Pearl Beach","MI",42.626,-82.5943
"Grand Marais","MI",46.6708,-85.9852
"Gobles","MI",42.3617,-85.8774
"Elkton","MI",43.8183,-83.1809
"Paw Paw Lake","MI",42.2113,-86.2759
"Frankfort","MI",44.6361,-86.2332
"Byron Center","MI",42.8121,-85.7279
"Bertrand","MI",41.7745,-86.2622
"Marenisco","MI",46.3737,-89.712
"Wolverine","MI",45.2732,-84.6052
"North Manitou","MI",45.1203,-85.9793
"Petersburg","MI",41.8993,-83.7136
"Hesperia","MI",43.5691,-86.0407
"Jamestown","MI",42.8256,-85.8425
"Reading","MI",41.8396,-84.7478
"Lum","MI",43.0995,-83.1511
"Shepherd","MI",43.5235,-84.6927
"Michigan Center","MI",42.2268,-84.323
"Millersburg","MI",45.3344,-84.0601
"Blissfield","MI",41.8311,-83.8634
"Westland","MI",42.3192,-83.3805
"Brownlee Park","MI",42.3255,-85.1356
"Northport","MI",45.1301,-85.6173
"Romeo","MI",42.8049,-83.0041
"Saint Helen","MI",44.3579,-84.4134
"Vulcan","MI",45.7805,-87.8626
"Avoca","MI",43.062,-82.691
"Manchester","MI",42.1484,-84.0347
"Edmore","MI",43.4073,-85.0367
"Chatham","MI",46.3441,-86.9313
"Napoleon","MI",42.1658,-84.2416
"Bloomingdale","MI",42.3833,-85.959
"Highland Park","MI",42.4052,-83.0977
"Commerce","MI",42.5911,-83.4908
"Lakewood Club","MI",43.3761,-86.2563
"Burr Oak","MI",41.8472,-85.3212
"Woodland Park","MI",43.7147,-85.8614
"Moran","MI",45.9942,-84.8309
"Elberta","MI",44.6209,-86.231
"Mecosta","MI",43.621,-85.2304
"Pierson","MI",43.3196,-85.4975
"Canada Creek Ranch","MI",45.1751,-84.2074
"Fenton","MI",42.7994,-83.7144
"Newaygo","MI",43.4163,-85.8032
"Crystal Falls","MI",46.0967,-88.3264
"Carleton","MI",42.0572,-83.3898
"Belding","MI",43.0968,-85.2331
"Clinton","MI",42.0699,-83.9687
"South Boardman","MI",44.6401,-85.2866
"Saint Clair Shores","MI",42.4921,-82.8957
"Mattawan","MI",42.2165,-85.7858
"Yale","MI",43.1277,-82.7973
"Middleton","MI",43.1834,-84.7089
"Copemish","MI",44.4804,-85.9242
"Caseville","MI",43.9416,-83.2739
"Morrice","MI",42.8362,-84.1833
"Barryton","MI",43.7505,-85.1436
"Parchment","MI",42.3277,-85.5667
"Reese","MI",43.4527,-83.6894
"Sanford","MI",43.6777,-84.3803
"Grind Stone City","MI",44.0503,-82.9008
"Harbert","MI",41.872,-86.6289
"Black River","MI",44.8172,-83.3033
"Hubbell","MI",47.177,-88.436
"Flushing","MI",43.0637,-83.8403
"Jackson","MI",42.2431,-84.4038
"Minden City","MI",43.6715,-82.7768
"Indian River","MI",45.4236,-84.6236
"Waltz","MI",42.1003,-83.3922
"Deerfield","MI",41.8901,-83.7789
"Posen","MI",45.2623,-83.6989
"Palmer","MI",46.4436,-87.5817
"Comstock Park","MI",43.0438,-85.6779
"Rogers City","MI",45.415,-83.8181
"Jennings","MI",44.3325,-85.2969
"Standish","MI",43.9794,-83.9637
"Parkdale","MI",44.272,-86.2805
"Hamtramck","MI",42.3954,-83.056
"Pickford","MI",46.1578,-84.3636
"Lincoln","MI",44.6842,-83.4133
"Owendale","MI",43.7273,-83.2671
"Loomis","MI",43.7882,-84.6659
"Algonac","MI",42.6208,-82.534
"Walled Lake","MI",42.538,-83.4786
"Grand Junction","MI",42.4042,-86.0731
"Marne","MI",43.0361,-85.8278
"Paint Creek","MI",42.1575,-83.5816
"Sister Lakes","MI",42.0723,-86.1997
"River Rouge","MI",42.2731,-83.1246
"Gaines","MI",42.8725,-83.9108
"Lawton","MI",42.1678,-85.846
"Flat Rock","MI",42.0991,-83.2716
"Michiana","MI",41.7637,-86.8112
"Daggett","MI",45.462,-87.6047
"Carney","MI",45.5935,-87.5547
"Owosso","MI",42.9954,-84.1759
"Essexville","MI",43.6123,-83.8424
"Concord","MI",42.1762,-84.6457
"Trufant","MI",43.3139,-85.3545
"Shelby","MI",43.6117,-86.3648
"Lake Angelus","MI",42.6921,-83.3215
"Auburn","MI",43.6021,-84.0757
"Amasa","MI",46.2295,-88.4579
"White Cloud","MI",43.5541,-85.7721
"Grand Beach","MI",41.774,-86.7887
"Traverse City","MI",44.7547,-85.6035
"New Boston","MI",42.1625,-83.403
"Olivet","MI",42.444,-84.9246
"Farmington","MI",42.4614,-83.3784
"Copper Harbor","MI",47.47,-87.8766
"Muskegon Heights","MI",43.2024,-86.2421
"Douglas","MI",42.6411,-86.2084
"Jenison","MI",42.9063,-85.8269
"Corunna","MI",42.9837,-84.1162
"South Range","MI",47.0703,-88.6441
"Lakeport","MI",43.115,-82.4902
"North Branch","MI",43.2291,-83.1903
"Holly","MI",42.7987,-83.6234
"Grand Ledge","MI",42.7534,-84.7448
"Saranac","MI",42.9294,-85.2105
"Potterville","MI",42.6299,-84.7433
"Oscoda","MI",44.425,-83.3339
"Unionville","MI",43.6533,-83.467
"Mackinac Island","MI",45.8593,-84.6253
"Cass City","MI",43.6007,-83.1767
"Otsego Lake","MI",44.917,-84.6925
"McBain","MI",44.1961,-85.2154
"Allendale","MI",42.9851,-85.9509
"Kinde","MI",43.9405,-82.9963
"Grand Rapids","MI",42.9615,-85.6557
"Hale","MI",44.3778,-83.8047
"Keego Harbor","MI",42.6088,-83.3442
"Alpha","MI",46.044,-88.3776
"Caledonia","MI",42.7945,-85.5153
"Decatur","MI",42.1075,-85.9746
"Lupton","MI",44.4297,-84.0225
"Sheridan","MI",43.2086,-85.0739
"Hemlock","MI",43.418,-84.2326
"Dansville","MI",42.5558,-84.303
"Morley","MI",43.4908,-85.4456
"Worden","MI",42.3878,-83.6449
"Port Hope","MI",43.9395,-82.7149
"Rothbury","MI",43.52,-86.3588
"Bangor","MI",42.312,-86.1135
"Constantine","MI",41.8379,-85.6649
"Fruitport","MI",43.1248,-86.1561
"Rives Junction","MI",42.3859,-84.4616
"Prescott","MI",44.1916,-83.9323
"Gregory","MI",42.4584,-84.0844
"Leland","MI",45.0214,-85.7575
"Trenton","MI",42.1395,-83.193
"Beechwood","MI",42.7961,-86.1274
"Manitou Beach","MI",41.9698,-84.3083
"Sparlingville","MI",42.9645,-82.523
"Beverly Hills","MI",42.522,-83.2423
"Kingston","MI",43.4128,-83.1863
"Union City","MI",42.0663,-85.143
"Romulus","MI",42.2237,-83.366
"Elmira","MI",45.0645,-84.8562
"Mayville","MI",43.3363,-83.352
"Rushton","MI",42.452,-83.6961
"Pentwater","MI",43.7793,-86.4303
"Baroda","MI",41.9541,-86.4879
"Menominee","MI",45.122,-87.6234
"Marion","MI",44.1005,-85.1433
"West Monroe","MI",41.9143,-83.4317
"Ellsworth","MI",45.1665,-85.2435
"Franklin","MI",42.5187,-83.303
"Chums Corner","MI",44.6765,-85.6554
"Ypsilanti","MI",42.2437,-83.6205
"Madison Heights","MI",42.5073,-83.1034
"Maybee","MI",42.0062,-83.515
"Harrisville","MI",44.6575,-83.2946
"Saint Joseph","MI",42.0967,-86.485
"Whittaker","MI",42.1281,-83.5997
"Clarksville","MI",42.8421,-85.2425
"Winona","MI",46.8744,-88.9074
"Presque Isle","MI",45.3042,-83.4769
"Nestoria","MI",46.5702,-88.2637
"Dafter","MI",46.36,-84.4273
"Omer","MI",44.0487,-83.8565
"Henderson","MI",43.0872,-84.1933
"Gaylord","MI",45.0213,-84.6803
"Tecumseh","MI",42.0067,-83.9451
"Engadine","MI",46.1167,-85.5709
"Ann Arbor","MI",42.2755,-83.7312
"Beulah","MI",44.6292,-86.0964
"Benzonia","MI",44.616,-86.0989
"Hastings","MI",42.6498,-85.2886
"Coldwater","MI",41.9456,-84.9993
"Beal City","MI",43.6692,-84.9086
"Kalamazoo","MI",42.2749,-85.5881
"Lake Linden","MI",47.1939,-88.4054
"Saginaw","MI",43.4199,-83.9501
"Middleville","MI",42.7138,-85.4692
"Williamsburg","MI",44.7736,-85.404
"Fennville","MI",42.5947,-86.1052
"Lexington","MI",43.2671,-82.537
"Dryden","MI",42.9456,-83.124
"Capac","MI",43.0076,-82.927
"Wellston","MI",44.2179,-85.962
"Webberville","MI",42.6643,-84.1797
"Lincoln Park","MI",42.2433,-83.1811
"Gladstone","MI",45.8522,-87.0356
"Oak Grove","MI",44.9725,-84.6825
"Sault Sainte Marie","MI",46.4817,-84.3723
"Howard City","MI",43.3948,-85.4683
"Hessel","MI",46.0042,-84.4259
"Stanwood","MI",43.5805,-85.4481
"Omena","MI",45.0599,-85.5952
"Three Oaks","MI",41.7987,-86.613
"Buchanan","MI",41.8283,-86.3656
"West Branch","MI",44.2736,-84.2362
"Mesick","MI",44.4042,-85.7171
"Livonia","MI",42.3972,-83.3733
"Camden","MI",41.7552,-84.7562
"Petoskey","MI",45.3649,-84.9887
"Rockport","MI",45.2039,-83.3855
"Negaunee","MI",46.497,-87.5968
"Allen","MI",41.958,-84.7682
"Saint Ignace","MI",45.8695,-84.7255
"Interlochen","MI",44.6497,-85.7678
"Clifford","MI",43.3148,-83.1793
"Backus Beach","MI",44.76,-83.5461
"Benton Heights","MI",42.1211,-86.4137
"Grant","MI",43.3348,-85.8094
"Harper Woods","MI",42.439,-82.9292
"Bridgewater","MI",42.1609,-83.9022
"Dowling","MI",42.5227,-85.2531
"Rapid City","MI",44.8366,-85.2871
"Little Lake","MI",46.2888,-87.3418
"Clarenceville","MI",42.4484,-83.3372
"Elwell","MI",43.3875,-84.7458
"Copper City","MI",47.2842,-88.3877
"Boyne City","MI",45.2135,-85.0131
"Watervliet","MI",42.1882,-86.2576
"Linden","MI",42.8194,-83.7811
"Bridgman","MI",41.9396,-86.5652
"Saint Clair","MI",42.8262,-82.493
"Levering","MI",45.6348,-84.7837
"Pontiac","MI",42.6493,-83.2878
"Baraga","MI",46.7766,-88.4965
"Ossineke","MI",44.9072,-83.4287
"Manistee","MI",44.244,-86.3242
"DeWitt","MI",42.8364,-84.575
"Painesdale","MI",47.0433,-88.6723
"Rock","MI",46.0688,-87.166
"Buckley","MI",44.5033,-85.672
"Elk Rapids","MI",44.895,-85.4055
"Eaton Rapids","MI",42.5092,-84.653
"Vassar","MI",43.3719,-83.5769
"Peck","MI",43.2588,-82.8167
"Sparta","MI",43.1574,-85.7092
"Kinross","MI",46.275,-84.5148
"Rockford","MI",43.1267,-85.5582
"Central","MI",47.4071,-88.2007
"Waldron","MI",41.7242,-84.4189
"Idlewild","MI",43.887,-85.8026
"Imlay City","MI",43.0169,-83.0765
"Bridgeport","MI",43.3706,-83.8828
"Rudyard","MI",46.2325,-84.6003
"North Adams","MI",41.9707,-84.5251
"Coopersville","MI",43.0658,-85.9341
"Bruce Crossing","MI",46.5349,-89.1788
"Prudenville","MI",44.3015,-84.6652
"Port Sanilac","MI",43.4277,-82.5446
"Ionia","MI",42.9775,-85.0725
"Tustin","MI",44.1009,-85.4589
"Lake Ann","MI",44.7251,-85.845
"Honor","MI",44.6666,-86.0201
"Woodland","MI",42.7271,-85.1352
"Greilickville","MI",44.8049,-85.663
"Custer","MI",43.951,-86.2188
"Battle Creek","MI",42.2985,-85.2296
"Covert","MI",42.2936,-86.2622
"McMillan","MI",46.3389,-85.6873
"Connorville","MI",46.5519,-89.931
"Grosse Pointe Woods","MI",42.4366,-82.8987
"Mikado","MI",44.5908,-83.4227
"Lansing","MI",42.7142,-84.56
"Lake George","MI",43.9634,-84.947
"Hart","MI",43.6948,-86.3697
"Hermansville","MI",45.7111,-87.6021
"Whitmore Lake","MI",42.4235,-83.7524
"Suttons Bay","MI",44.9798,-85.6506
"Walloon Lake","MI",45.2719,-84.9413
"Ferrysburg","MI",43.085,-86.2221
"Bellaire","MI",44.9737,-85.2058
"Bay View","MI",45.3859,-84.9293
"Horton Bay","MI",45.2814,-85.0742
"Vicksburg","MI",42.1186,-85.5413
"Applegate","MI",43.3554,-82.6371
"Gibraltar","MI",42.096,-83.2029
"Eagle River","MI",47.41,-88.2646
"Stalwart","MI",46.0981,-84.2386
"Cedar Springs","MI",43.2197,-85.553
"Trenary","MI",46.1952,-86.9699
"Eastport","MI",45.1112,-85.3518
"Freda","MI",47.1352,-88.8187
"Southgate","MI",42.2047,-83.2057
"Mineral Hills","MI",46.1133,-88.6479
"Berrien Springs","MI",41.9474,-86.3402
"Bitely","MI",43.747,-85.8617
"Estral Beach","MI",41.9868,-83.2357
"Brooklyn","MI",42.1057,-84.2491
"Indiantown","MI",43.4722,-83.8366
"Bete Grise","MI",47.3888,-87.9551
"Caro","MI",43.4895,-83.402
"Sunfield","MI",42.7612,-84.9952
"McBride","MI",43.3521,-85.0441
"Rawsonville","MI",42.2153,-83.5516
"Haslett","MI",42.7525,-84.402
"Niles","MI",41.8346,-86.2473
"Mohawk","MI",47.3038,-88.3648
"Eastlawn","MI",42.2356,-83.588
"Princeton","MI",46.2888,-87.4751
"Ovid","MI",43.003,-84.3741
"Grawn","MI",44.6611,-85.6881
"Saint Louis","MI",43.4082,-84.6118
"Merrill","MI",43.409,-84.3345
"Moddersville","MI",44.2203,-84.9525
"Trowbridge Park","MI",46.5565,-87.4417
"Brimley","MI",46.4053,-84.5723
"Sterling Heights","MI",42.5809,-83.0305
"Onekama","MI",44.3656,-86.202
"Goodrich","MI",42.9147,-83.5092
"Conway","MI",45.4188,-84.8634
"Marshall","MI",42.2617,-84.9598
"Grand Blanc","MI",42.9259,-83.6182
"Thomaston","MI",46.5163,-89.9274
"Whitehall","MI",43.4003,-86.3405
"Saint Clair Haven","MI",42.5834,-82.7902
"Salem","MI",42.4061,-83.5799
"New Troy","MI",41.879,-86.5475
"Naubinway","MI",46.0925,-85.4476
"Harrison","MI",44.0168,-84.808
"Auburn Hills","MI",42.6735,-83.2447
"Edwardsburg","MI",41.7965,-86.0835
"Tawas City","MI",44.2679,-83.5244
"East Tawas","MI",44.2884,-83.4849
"Alto","MI",42.8567,-85.3803
"South Monroe","MI",41.893,-83.4179
"Breedsville","MI",42.3489,-86.0716
"Ravenna","MI",43.1889,-85.9415
"Melstrand","MI",46.463,-86.4152
"Fowlerville","MI",42.6596,-84.0743
"Athens","MI",42.0866,-85.2356
"Iron River","MI",46.0966,-88.6396
"Springport","MI",42.3783,-84.6965
"North Epworth","MI",43.9781,-86.4668
"Bad Axe","MI",43.8038,-82.9981
"Twin Lake","MI",43.3695,-86.1805
"Mendon","MI",42.0089,-85.4542
"Stony Creek","MI",42.1559,-83.6527
"Temperance","MI",41.7653,-83.5755
"Perrinton","MI",43.1807,-84.6793
"Hope","MI",43.7645,-84.3381
"Lowell","MI",42.9351,-85.3457
"Midland Park","MI",42.3909,-85.3856
"Oak Hill","MI",44.2197,-86.3031
"Garden","MI",45.773,-86.5529
"Willow Run","MI",42.2573,-83.5744
"Nashville","MI",42.6032,-85.0941
"Otisville","MI",43.1661,-83.5247
"Frederic","MI",44.7786,-84.7545
"Fairview","MI",44.725,-84.0511
"Garden City","MI",42.3244,-83.3412
"East Rockwood","MI",42.0484,-83.2108
"Britton","MI",41.9877,-83.8304
"Beaverton","MI",43.8811,-84.4886
"Grosse Pointe Park","MI",42.3794,-82.9288
"Snover","MI",43.4653,-82.9709
"Alma","MI",43.38,-84.6556
"Dollar Bay","MI",47.1264,-88.5078
"Edgewater Heights","MI",42.2039,-83.5119
"Freeport","MI",42.7642,-85.316
"Glennie","MI",44.5606,-83.7258
"Wakefield","MI",46.4767,-89.9336
"Wyandotte","MI",42.2113,-83.1558
"Kipling","MI",45.8733,-87.0118
"New Buffalo","MI",41.7923,-86.7423
"Wixom","MI",42.5244,-83.5346
"Saint Johns","MI",43.0006,-84.5556
"East Jordan","MI",45.1546,-85.1299
"Fairport","MI",45.6211,-86.6585
"Clarkston","MI",42.7359,-83.4188
"Lathrup Village","MI",42.4921,-83.2273
"Port Huron","MI",42.9822,-82.4387
"Muir","MI",42.9973,-84.9359
"Smyrna","MI",43.0595,-85.2628
"Parma","MI",42.2633,-84.5792
"Perkins","MI",45.9777,-87.0718
"Carsonville","MI",43.4257,-82.673
"Allen Park","MI",42.2595,-83.2107
"Winn","MI",43.5234,-84.9017
"Portland","MI",42.8696,-84.899
"Reed City","MI",43.8725,-85.5068
"Level Park","MI",42.3603,-85.2725
"Middletown","MI",42.9869,-84.1445
"Big Bay","MI",46.8148,-87.6995
"Sheldon","MI",42.2748,-83.4758
"Good Hart","MI",45.5672,-85.1131
"Glen Arbor","MI",44.896,-85.99
"Rockwood","MI",42.0705,-83.243
"Stevensville","MI",42.0139,-86.5243
"Luna Pier","MI",41.8049,-83.4426
"Vermontville","MI",42.627,-85.0249
"Bendon","MI",44.637,-85.8378
"Seney","MI",46.3455,-85.9454
"Argentine","MI",42.7905,-83.8356
"Sterling","MI",44.0325,-84.0194
"Milford","MI",42.587,-83.6012
"Bellevue","MI",42.4443,-85.0187
"Gay","MI",47.2274,-88.1637
"Otsego","MI",42.4575,-85.6979
"Huron Beach","MI",45.4917,-84.0933
"Newberry","MI",46.3538,-85.5098
"Leonard","MI",42.8652,-83.1429
"Flint","MI",43.0236,-83.6922
"Marysville","MI",42.9083,-82.4806
"Keweenaw Bay","MI",46.8602,-88.4818
"Dearborn","MI",42.3127,-83.2129
"Pewamo","MI",43.002,-84.8473
"National Mine","MI",46.4585,-87.6815
"Ramsay","MI",46.4702,-89.9966
"Farwell","MI",43.8363,-84.8677
"Gould City","MI",46.0953,-85.6968
"Pigeon","MI",43.8295,-83.2703
"Wacousta","MI",42.8202,-84.6907
"Sturgis","MI",41.8004,-85.4181
"Sawyer","MI",41.8853,-86.5895
"Greenland","MI",46.7794,-89.1018
"Grandville","MI",42.9003,-85.7564
"Haring","MI",44.2821,-85.4005
"Clarklake","MI",42.1214,-84.345
"Inkster","MI",42.2935,-83.3148
"Richmond","MI",42.8093,-82.7517
"Shingleton","MI",46.3483,-86.4702
"Cady","MI",42.5603,-82.9644
"Center Line","MI",42.4805,-83.0274
"Troy","MI",42.5818,-83.1457
"Northland","MI",46.073,-87.5957
"Jasper","MI",41.7859,-84.0403
"Hubbard Lake","MI",44.8736,-83.5872
"Westwood","MI",42.303,-85.6286
"Ithaca","MI",43.2909,-84.5957
"Fairgrove","MI",43.5245,-83.5434
"Warren","MI",42.4934,-83.027
"Fife Lake","MI",44.5731,-85.3511
